subject,session,prob
LTP441,2,10.303541378407688
LTP441,3,29.075436358207334
LTP441,4,37.96507011107202
LTP441,5,34.900358120918476
LTP441,6,30.878462464873543
LTP441,7,35.75446871896723
LTP441,8,41.00389863547758
LTP441,9,40.900734423122486
LTP442,1,1.2966717869943678
LTP442,2,0.3132154006243496
LTP442,3,1.275189167662286
LTP442,4,-0.747599451303155
LTP442,5,0.16682286785379574
LTP442,6,10.181476026836851
LTP442,7,7.014179894179894
LTP442,8,6.241614906832298
LTP442,9,14.231564834322926
LTP443,1,6.848210612916495
LTP443,2,5.813573523250943
LTP443,3,9.003847292098254
LTP443,4,6.974770642201835
LTP443,5,22.98
LTP443,6,26.837217576943605
LTP443,7,19.912447885646216
LTP443,8,32.72129319955407
LTP443,9,43.705815317580026
LTP444,1,2.1391381271325667
LTP444,2,1.0003484320557492
LTP444,3,-0.0951627486437614
LTP444,4,0.9856459330143541
LTP444,5,-1.1717094388864724
LTP444,6,0.7018181818181819
LTP444,7,3.0247589475404477
LTP444,8,1.9699052132701422
LTP444,9,2.074468085106383
LTP445,1,2.4692641832302225
LTP445,2,0.6292283616227279
LTP445,3,-0.3623931623931624
LTP445,4,-0.3796726959517657
LTP445,5,1.6258699711424207
LTP445,6,3.5328467153284673
LTP445,7,1.554933084344849
LTP445,9,1.280923584387026
LTP446,1,4.129461536401853
LTP446,2,4.0237403629851265
LTP446,3,10.864719206435991
LTP446,4,16.85896157680804
LTP446,5,20.80986240650106
LTP446,6,18.76498866213152
LTP446,7,13.870998593530238
LTP446,8,18.831617440225035
LTP446,9,24.92393983503154
LTP447,1,17.25638116846285
LTP447,2,23.095343680709533
LTP447,3,22.000755215708487
LTP447,4,34.950359273000515
LTP447,5,23.97932138568951
LTP447,6,38.911253965603606
LTP447,7,34.89750639992415
LTP447,8,43.88800437832728
LTP447,9,42.811795465260815
